division,calendar_week,paid_views,organic_views,google_impressions,email_impressions,facebook_impressions,affiliate_impressions,overall_views,sales,year,month,season,spend_google,spend_email,spend_facebook,spend_affiliate
E,2020-01-04,89227,55425,1292984,1196970.231,320080,58239,143910,504800,2020,1,Winter,2585.97,1196.97,480.12,69.89
E,2020-01-11,33165,63196,1192103,1589692.589,464461,72715,95626,392715,2020,1,Winter,2384.21,1589.69,696.69,87.26
E,2020-01-18,67108,55235,1394095,1506118.455,537912,74730,122641,418278,2020,1,Winter,2788.19,1506.12,806.87,89.68
E,2020-01-25,78743,53583,2359393,1245504.549,423478,77343,131247,341451,2020,1,Winter,4718.79,1245.5,635.22,92.81
E,2020-02-01,82704,62846,2572052,3884578.808,161749,70438,145900,316563,2020,2,Winter,5144.1,3884.58,242.62,84.53
E,2020-02-08,78330,68040,2795456,1422502.208,592159,60860,145180,342712,2020,2,Winter,5590.91,1422.5,888.24,73.03
E,2020-02-15,70094,80559,2053355,1125286.353,1073992,72997,151131,604659,2020,2,Winter,4106.71,1125.29,1610.99,87.6
E,2020-02-22,61827,80068,1972230,1620179.593,1052644,79685,141877,486946,2020,2,Winter,3944.46,1620.18,1578.97,95.62
E,2020-02-29,49981,72908,1901255,1167302.293,509947,74234,122095,383120,2020,2,Winter,3802.51,1167.3,764.92,89.08
F,2018-01-06,75,240,821,457480.5307,86138,32560,238,68266,2018,1,Winter,1.64,457.48,129.21,39.07
F,2018-01-13,726,45,99,662209.4428,15831,31333,913,82300,2018,1,Winter,0.2,662.21,23.75,37.6
F,2018-01-20,775,872,901,561866.3745,50896,40844,350,71165,2018,1,Winter,1.8,561.87,76.34,49.01
F,2018-01-27,117,65,103,546399.4967,81567,27909,792,83485,2018,1,Winter,0.21,546.4,122.35,33.49
F,2018-02-03,322,548,482,534000.6288,45708,19833,859,82523,2018,2,Winter,0.96,534.0,68.56,23.8
F,2018-02-10,271,52,237,568430.5224,43596,27029,155,76173,2018,2,Winter,0.47,568.43,65.39,32.43
F,2018-02-17,568,205,47,829400.656,113887,24096,775,101404,2018,2,Winter,0.09,829.4,170.83,28.92
F,2018-02-24,985,596,409,726261.3219,559,20561,987,83346,2018,2,Winter,0.82,726.26,0.84,24.67
F,2018-03-03,855,273,71,553980.9217,20210,21528,937,94736,2018,3,Spring,0.14,553.98,30.32,25.83
F,2018-03-10,253,770,343,617342.7233,89934,22591,600,80511,2018,3,Spring,0.69,617.34,134.9,27.11
F,2018-03-17,506,57,179,608519.1692,11195,24811,991,87358,2018,3,Spring,0.36,608.52,16.79,29.77
F,2018-03-24,385,467,61,555269.9319,58393,33902,88,88434,2018,3,Spring,0.12,555.27,87.59,40.68
F,2018-03-31,331,437,1000,559241.9934,30931,27376,162,74661,2018,3,Spring,2.0,559.24,46.4,32.85
F,2018-04-07,457,81,189371,547741.7968,108445,20395,322,57319,2018,4,Spring,378.74,547.74,162.67,24.47
F,2018-04-14,269,437,309045,664028.2964,57519,21077,762,72387,2018,4,Spring,618.09,664.03,86.28,25.29
F,2018-04-21,480,368,321307,538710.1559,40057,26620,973,82914,2018,4,Spring,642.61,538.71,60.09,31.94
F,2018-04-28,960,354,336028,619500.2468,25809,19544,660,81138,2018,4,Spring,672.06,619.5,38.71,23.45
F,2018-05-05,789,853,399573,522645.8885,51561,20957,90,81797,2018,5,Spring,799.15,522.65,77.34,25.15
F,2018-05-12,66,467,486636,454502.8933,47049,28912,836,82815,2018,5,Spring,973.27,454.5,70.57,34.69
F,2018-05-19,553,162,469728,495774.7113,5556,24403,663,73582,2018,5,Spring,939.46,495.77,8.33,29.28
F,2018-05-26,720,401,477072,598372.026,17140,23248,294,65257,2018,5,Spring,954.14,598.37,25.71,27.9
F,2018-06-02,932,408,383751,437582.0774,55296,26746,158,70594,2018,6,Summer,767.5,437.58,82.94,32.1
F,2018-06-09,156,509,370266,491856.66,87371,23405,464,80180,2018,6,Summer,740.53,491.86,131.06,28.09
F,2018-06-16,5,977,332768,443095.362,45675,22620,804,81717,2018,6,Summer,665.54,443.1,68.51,27.14
F,2018-06-23,146,874,369719,516289.9557,30312,27600,613,61338,2018,6,Summer,739.44,516.29,45.47,33.12
F,2018-06-30,881,652,440486,486350.3505,40576,28250,895,88082,2018,6,Summer,880.97,486.35,60.86,33.9
F,2018-07-07,51,620,628022,424171.357,33918,26687,272,55540,2018,7,Summer,1256.04,424.17,50.88,32.02
F,2018-07-14,269,431,725499,606039.253,136811,26580,64,76311,2018,7,Summer,1451.0,606.04,205.22,31.9
F,2018-07-21,66,324,566492,460386.1804,119534,23834,281,117706,2018,7,Summer,1132.98,460.39,179.3,28.6
F,2018-07-28,257,161,558408,481243.5572,77408,22564,564,70242,2018,7,Summer,1116.82,481.24,116.11,27.08
F,2018-08-04,232,472,496169,374791.8224,91910,24045,487,67683,2018,8,Summer,992.34,374.79,137.86,28.85
F,2018-08-11,803,609,526782,467079.9076,106104,19327,385,63161,2018,8,Summer,1053.56,467.08,159.16,23.19
F,2018-08-18,1,356,792902,540573.0307,174166,21514,340,89758,2018,8,Summer,1585.8,540.57,261.25,25.82
F,2018-08-25,496,356,838294,547692.1906,317233,26822,719,112587,2018,8,Summer,1676.59,547.69,475.85,32.19
F,2018-09-01,534,18,854527,433539.7172,248107,22828,896,83800,2018,9,Fall,1709.05,433.54,372.16,27.39
F,2018-09-08,43,888,769476,455317.6952,297742,24669,689,82971,2018,9,Fall,1538.95,455.32,446.61,29.6
F,2018-09-15,393,378,869324,442375.6106,228762,20124,111,102308,2018,9,Fall,1738.65,442.38,343.14,24.15
F,2018-09-22,118,539,817906,427935.0481,241339,12289,50,102420,2018,9,Fall,1635.81,427.94,362.01,14.75
F,2018-09-29,321,914,1070920,377753.8933,234447,14845,178,121232,2018,9,Fall,2141.84,377.75,351.67,17.81
F,2018-10-06,553,2151,961373,347499.4155,93549,12691,1701,113319,2018,10,Fall,1922.75,347.5,140.32,15.23
F,2018-10-13,235,3987,852684,344550.5416,125150,13742,3890,116290,2018,10,Fall,1705.37,344.55,187.73,16.49
F,2018-10-20,983,4273,1175035,339088.2761,107828,13625,3924,148481,2018,10,Fall,2350.07,339.09,161.74,16.35
F,2018-10-27,175,4380,1056228,358552.5202,110760,10780,4032,120078,2018,10,Fall,2112.46,358.55,166.14,12.94
F,2018-11-03,586,4158,1015831,351367.121,159843,11208,4212,129515,2018,11,Fall,2031.66,351.37,239.76,13.45
F,2018-11-10,352,10639,1855207,728941.3784,207099,11240,10260,197289,2018,11,Fall,3710.41,728.94,310.65,13.49
F,2018-11-17,335,7441,2874899,715205.6395,311162,8173,7452,221502,2018,11,Fall,5749.8,715.21,466.74,9.81
F,2018-11-24,1715,4995,3202804,727900.6534,709295,10631,6343,384533,2018,11,Fall,6405.61,727.9,1063.94,12.76
F,2018-12-01,4033,3642,2002788,900153.8053,123645,12447,6422,282698,2018,12,Winter,4005.58,900.15,185.47,14.94
F,2018-12-08,37441,3513,1027118,557099.943,61392,11811,40753,217404,2018,12,Winter,2054.24,557.1,92.09,14.17
F,2018-12-15,32677,5982,795197,462384.6739,117874,8269,37509,234477,2018,12,Winter,1590.39,462.38,176.81,9.92
F,2018-12-22,17578,5935,633327,450749.5033,61827,8538,23734,129557,2018,12,Winter,1266.65,450.75,92.74,10.25
F,2018-12-29,17924,5934,598580,635797.6591,37215,13203,23129,68018,2018,12,Winter,1197.16,635.8,55.82,15.84
F,2019-01-05,12533,5855,527609,634475.0067,14331,13431,17724,79602,2019,1,Winter,1055.22,634.48,21.5,16.12
F,2019-01-12,17519,5570,516338,475855.8365,35785,23834,21903,60567,2019,1,Winter,1032.68,475.86,53.68,28.6
F,2019-01-19,18553,4325,547765,597413.1362,75483,23579,22084,82112,2019,1,Winter,1095.53,597.41,113.22,28.29
F,2019-01-26,19233,5540,556851,486202.793,292039,34319,23212,71432,2019,1,Winter,1113.7,486.2,438.06,41.18
F,2019-02-02,11813,4787,588276,467937.5804,212604,30842,15485,86195,2019,2,Winter,1176.55,467.94,318.91,37.01
F,2019-02-09,14881,4055,488858,469357.548,105970,29686,19113,100789,2019,2,Winter,977.72,469.36,158.95,35.62
F,2019-02-16,23333,7054,389815,600588.7508,122189,28112,29849,110011,2019,2,Winter,779.63,600.59,183.28,33.73
F,2019-02-23,8467,4784,428230,394279.9004,44578,25898,12204,87466,2019,2,Winter,856.46,394.28,66.87,31.08
F,2019-03-02,669,5380,591034,541172.9605,20471,29110,5869,86755,2019,3,Spring,1182.07,541.17,30.71,34.93
F,2019-03-09,289,5406,574564,504845.5399,29984,30709,5237,80285,2019,3,Spring,1149.13,504.85,44.98,36.85
F,2019-03-16,379,6879,557041,463616.1602,61995,40398,7243,98389,2019,3,Spring,1114.08,463.62,92.99,48.48
F,2019-03-23,162,10776,716426,463359.0867,86742,30484,11199,80013,2019,3,Spring,1432.85,463.36,130.11,36.58
F,2019-03-30,595,13425,477019,568965.2436,111451,37888,13608,74294,2019,3,Spring,954.04,568.97,167.18,45.47
F,2019-04-06,5458,13525,519571,476511.2737,54092,24184,19124,78111,2019,4,Spring,1039.14,476.51,81.14,29.02
F,2019-04-13,6332,12248,757820,462627.5939,96241,20649,17877,70758,2019,4,Spring,1515.64,462.63,144.36,24.78
F,2019-04-20,9775,13688,762006,502429.6121,140384,18082,22515,84673,2019,4,Spring,1524.01,502.43,210.58,21.7
F,2019-04-27,15232,10980,640568,583684.1278,127284,18891,25761,89341,2019,4,Spring,1281.14,583.68,190.93,22.67
F,2019-05-04,22116,12452,843278,416109.2673,78396,13720,34708,86286,2019,5,Spring,1686.56,416.11,117.59,16.46
F,2019-05-11,24932,16003,632771,342018.432,108225,14771,40914,94839,2019,5,Spring,1265.54,342.02,162.34,17.73
F,2019-05-18,26395,19254,501590,403742.5938,158887,13589,45561,69713,2019,5,Spring,1003.18,403.74,238.33,16.31
F,2019-05-25,27826,17024,737767,391971.0812,191169,12858,44929,81213,2019,5,Spring,1475.53,391.97,286.75,15.43
F,2019-06-01,33506,20392,760078,342992.8912,59496,14485,54003,78545,2019,6,Summer,1520.16,342.99,89.24,17.38
F,2019-06-08,116181,28776,672368,318822.6616,149005,16501,144796,68464,2019,6,Summer,1344.74,318.82,223.51,19.8
F,2019-06-15,77550,30767,450053,343198.8435,175092,28621,107569,95698,2019,6,Summer,900.11,343.2,262.64,34.35
F,2019-06-22,46910,30923,301217,412012.959,146235,14320,76814,97235,2019,6,Summer,602.43,412.01,219.35,17.18
F,2019-06-29,48777,29418,603317,423537.4971,91999,11811,78066,80655,2019,6,Summer,1206.63,423.54,138.0,14.17
F,2019-07-06,45217,28435,797136,395146.5587,78115,13557,73180,73800,2019,7,Summer,1594.27,395.15,117.17,16.27
F,2019-07-13,41167,48039,881631,249819.9695,197988,17795,88813,103409,2019,7,Summer,1763.26,249.82,296.98,21.35
F,2019-07-20,36534,59862,735192,526334.4572,116535,16771,95519,95151,2019,7,Summer,1470.38,526.33,174.8,20.13
F,2019-07-27,49624,46810,764635,333625.6381,156878,14340,95638,76429,2019,7,Summer,1529.27,333.63,235.32,17.21
F,2019-08-03,84825,61485,350166,262133.483,60187,12579,145026,74568,2019,8,Summer,700.33,262.13,90.28,15.09
F,2019-08-10,47631,66592,421105,320394.6479,79970,26621,112997,61878,2019,8,Summer,842.21,320.39,119.96,31.95
F,2019-08-17,43261,59590,511586,349677.0956,117041,13542,102874,78174,2019,8,Summer,1023.17,349.68,175.56,16.25
F,2019-08-24,42414,42510,611060,347281.7503,88964,15134,84689,126651,2019,8,Summer,1222.12,347.28,133.45,18.16
F,2019-08-31,39493,23945,425197,377289.9503,88154,13726,62996,92327,2019,8,Summer,850.39,377.29,132.23,16.47
F,2019-09-07,44889,22516,675961,470195.955,221609,11084,66637,107854,2019,9,Fall,1351.92,470.2,332.41,13.3
F,2019-09-14,44213,15478,414512,598123.1113,195139,13807,59069,112212,2019,9,Fall,829.02,598.12,292.71,16.57
F,2019-09-21,44663,15250,430270,607063.2881,331111,16322,60262,81899,2019,9,Fall,860.54,607.06,496.67,19.59
F,2019-09-28,54241,20851,769183,358734.0107,1311285,13919,75127,95493,2019,9,Fall,1538.37,358.73,1966.93,16.7
F,2019-10-05,13820,26958,790210,518499.4073,249577,11374,39509,163172,2019,10,Fall,1580.42,518.5,374.37,13.65
F,2019-10-12,14060,15228,737821,553075.1545,270159,11491,28630,135261,2019,10,Fall,1475.64,553.08,405.24,13.79
F,2019-10-19,23306,16132,627735,492021.9736,241748,12601,39419,157440,2019,10,Fall,1255.47,492.02,362.62,15.12
F,2019-10-26,19342,14602,1249145,483538.1693,212456,10554,33361,122957,2019,10,Fall,2498.29,483.54,318.68,12.66
F,2019-11-02,21208,18666,1402861,442751.2505,232428,10531,39116,133439,2019,11,Fall,2805.72,442.75,348.64,12.64
F,2019-11-09,20434,24202,2976988,712535.184,370681,10937,45141,222068,2019,11,Fall,5953.98,712.54,556.02,13.12
F,2019-11-16,23112,36278,2974137,919857.3719,745395,9116,58806,223680,2019,11,Fall,5948.27,919.86,1118.09,10.94
F,2019-11-23,16116,30305,2367761,498547.893,1429635,10009,45804,247501,2019,11,Fall,4735.52,498.55,2144.45,12.01
F,2019-11-30,16875,22764,2649839,918409.7912,825058,10863,40247,490968,2019,11,Fall,5299.68,918.41,1237.59,13.04
F,2019-12-07,15396,20833,1369182,842094.7346,766370,13015,35365,455742,2019,12,Winter,2738.36,842.09,1149.56,15.62
F,2019-12-14,17104,23222,451544,502910.7256,752322,7100,39990,337705,2019,12,Winter,903.09,502.91,1128.48,8.52
F,2019-12-21,15419,19655,349763,509512.0616,399437,7309,35090,212706,2019,12,Winter,699.53,509.51,599.16,8.77
F,2019-12-28,16448,24218,687311,348206.5783,113737,11945,40255,131986,2019,12,Winter,1374.62,348.21,170.61,14.33
F,2020-01-04,57022,29907,347571,402410.4702,101821,10837,86282,134630,2020,1,Winter,695.14,402.41,152.73,13.0
F,2020-01-11,15511,33663,333302,533696.6452,140086,13245,49617,102774,2020,1,Winter,666.6,533.7,210.13,15.89
F,2020-01-18,31888,29814,387071,505476.5044,159745,12763,61290,111092,2020,1,Winter,774.14,505.48,239.62,15.32
F,2020-01-25,41052,28917,672688,418460.043,129546,13900,69238,84595,2020,1,Winter,1345.38,418.46,194.32,16.68
F,2020-02-01,48638,34561,711347,1303600.656,46360,12947,82206,85389,2020,2,Winter,1422.69,1303.6,69.54,15.54
F,2020-02-08,45007,35495,743070,477898.1457,215259,10652,80004,90386,2020,2,Winter,1486.14,477.9,322.89,12.78
F,2020-02-15,41844,43505,541935,378141.5759,354243,13291,84640,142367,2020,2,Winter,1083.87,378.14,531.36,15.95
F,2020-02-22,35049,43121,550473,544447.1632,402337,14146,76684,124325,2020,2,Winter,1100.95,544.45,603.51,16.98
F,2020-02-29,27606,37357,549663,392198.2529,147964,12791,65491,109490,2020,2,Winter,1099.33,392.2,221.95,15.35
G,2018-01-06,477,992,137,839273.9436,151849,58209,883,119640,2018,1,Winter,0.27,839.27,227.77,69.85
G,2018-01-13,255,802,221,1214236.449,26405,44631,715,120715,2018,1,Winter,0.44,1214.24,39.61,53.56
G,2018-01-20,474,148,535,1029477.291,86287,65474,806,122845,2018,1,Winter,1.07,1029.48,129.43,78.57
G,2018-01-27,240,699,67,1002333.624,139000,46947,684,139615,2018,1,Winter,0.13,1002.33,208.5,56.34
G,2018-02-03,326,793,265,979496.3637,83954,36024,612,125905,2018,2,Winter,0.53,979.5,125.93,43.23
G,2018-02-10,206,904,587,1042166.582,77483,46557,478,115974,2018,2,Winter,1.17,1042.17,116.22,55.87
G,2018-02-17,264,518,130,1520487.341,207839,43989,66,159209,2018,2,Winter,0.26,1520.49,311.76,52.79
G,2018-02-24,975,921,946,1331226.629,442,35111,942,156542,2018,2,Winter,1.89,1331.23,0.66,42.13
G,2018-03-03,731,574,267,1015097.249,29966,41425,904,135291,2018,3,Spring,0.53,1015.1,44.95,49.71
G,2018-03-10,137,484,881,1131613.924,127523,42371,141,155276,2018,3,Spring,1.76,1131.61,191.28,50.85
G,2018-03-17,292,75,820,1115394.302,14750,44085,802,143893,2018,3,Spring,1.64,1115.39,22.12,52.9
G,2018-03-24,394,71,404,1017150.144,114249,54269,668,149669,2018,3,Spring,0.81,1017.15,171.37,65.12
G,2018-03-31,360,523,803,1024547.768,55509,46691,13,119073,2018,3,Spring,1.61,1024.55,83.26,56.03
G,2018-04-07,172,157,301770,1004596.36,141177,37985,628,101885,2018,4,Spring,603.54,1004.6,211.77,45.58
G,2018-04-14,75,625,480567,1216497.075,100185,38988,316,119219,2018,4,Spring,961.13,1216.5,150.28,46.79
G,2018-04-21,955,807,446165,987953.9456,73042,45844,19,139462,2018,4,Spring,892.33,987.95,109.56,55.01
G,2018-04-28,845,136,468037,1134691.608,47853,36470,392,123215,2018,4,Spring,936.07,1134.69,71.78,43.76
G,2018-05-05,173,273,542351,957444.6704,83263,35247,553,127367,2018,5,Spring,1084.7,957.44,124.89,42.3
G,2018-05-12,232,884,707968,833227.3627,72491,42829,781,129351,2018,5,Spring,1415.94,833.23,108.74,51.39
G,2018-05-19,533,831,707571,908283.5848,8991,36355,790,129711,2018,5,Spring,1415.14,908.28,13.49,43.63
G,2018-05-26,201,280,672948,1096338.05,28012,40018,961,116216,2018,5,Spring,1345.9,1096.34,42.02,48.02
G,2018-06-02,55,81,552141,802012.5739,93799,47599,250,133182,2018,6,Summer,1104.28,802.01,140.7,57.12
G,2018-06-09,947,839,521653,901532.7287,149488,45681,872,123674,2018,6,Summer,1043.31,901.53,224.23,54.82
G,2018-06-16,261,545,480612,811406.9764,78082,42370,8,140894,2018,6,Summer,961.22,811.41,117.12,50.84
G,2018-06-23,733,710,501659,946525.9437,55807,51688,974,96749,2018,6,Summer,1003.32,946.53,83.71,62.03
G,2018-06-30,816,875,606726,891304.9626,67662,50394,426,122412,2018,6,Summer,1213.45,891.3,101.49,60.47
G,2018-07-07,752,584,864802,776967.9109,57128,45497,857,118396,2018,7,Summer,1729.6,776.97,85.69,54.6
G,2018-07-14,504,615,1013104,1111351.233,220043,51070,11,144901,2018,7,Summer,2026.21,1111.35,330.06,61.28
G,2018-07-21,59,573,776448,843901.3355,195697,44235,784,178314,2018,7,Summer,1552.9,843.9,293.55,53.08
G,2018-07-28,935,792,795421,880997.1697,133340,40593,355,132677,2018,7,Summer,1590.84,881.0,200.01,48.71
G,2018-08-04,139,116,748047,686537.4955,150095,42195,971,135010,2018,8,Summer,1496.09,686.54,225.14,50.63
G,2018-08-11,329,157,778856,856919.5914,172206,32540,928,105014,2018,8,Summer,1557.71,856.92,258.31,39.05
G,2018-08-18,275,633,1139441,991993.4176,263351,36650,467,147425,2018,8,Summer,2278.88,991.99,395.03,43.98
G,2018-08-25,865,104,1150900,1004876.033,505580,44287,465,191454,2018,8,Summer,2301.8,1004.88,758.37,53.14
G,2018-09-01,361,12,1225403,795415.9635,400878,34909,24,153066,2018,9,Fall,2450.81,795.42,601.32,41.89
G,2018-09-08,332,655,1073028,833852.1345,467293,31465,438,136017,2018,9,Fall,2146.06,833.85,700.94,37.76
G,2018-09-15,474,341,1239577,810605.0284,349478,25330,662,145093,2018,9,Fall,2479.15,810.61,524.22,30.4
G,2018-09-22,79,739,1180122,785027.2191,345344,15733,806,163221,2018,9,Fall,2360.24,785.03,518.02,18.88
G,2018-09-29,860,968,1437947,692672.5978,316606,24533,570,192080,2018,9,Fall,2875.89,692.67,474.91,29.44
G,2018-10-06,181,2207,1378465,636695.7819,163448,20045,1584,197544,2018,10,Fall,2756.93,636.7,245.17,24.05
G,2018-10-13,66,3894,1148811,630463.8124,194468,19264,3558,218699,2018,10,Fall,2297.62,630.46,291.7,23.12
G,2018-10-20,28,3540,1483816,620644.4048,178833,18977,3563,237493,2018,10,Fall,2967.63,620.64,268.25,22.77
G,2018-10-27,313,4085,1259771,656656.2147,192061,15293,4614,198515,2018,10,Fall,2519.54,656.66,288.09,18.35
G,2018-11-03,186,4648,1345679,643690.3896,281578,17732,4120,272407,2018,11,Fall,2691.36,643.69,422.37,21.28
G,2018-11-10,755,10980,2535731,1335722.283,412029,20292,11279,388591,2018,11,Fall,5071.46,1335.72,618.04,24.35
G,2018-11-17,125,8159,3790146,1312044.64,668183,15473,8295,425213,2018,11,Fall,7580.29,1312.04,1002.27,18.57
G,2018-11-24,1876,5141,4263708,1335482.979,1045732,17946,6886,694811,2018,11,Fall,8527.42,1335.48,1568.6,21.54
G,2018-12-01,3937,3142,2923486,1650621.262,209272,22768,7516,554274,2018,12,Winter,5846.97,1650.62,313.91,27.32
G,2018-12-08,41784,3714,1440066,1021028.646,112890,23233,45958,411348,2018,12,Winter,2880.13,1021.03,169.34,27.88
G,2018-12-15,35968,6267,1053950,847156.7312,209800,17236,41625,415019,2018,12,Winter,2107.9,847.16,314.7,20.68
G,2018-12-22,20386,6446,912199,826929.2493,80065,16385,26956,241496,2018,12,Winter,1824.4,826.93,120.1,19.66
G,2018-12-29,19623,5530,910697,1164875.4,54256,22277,24584,121593,2018,12,Winter,1821.39,1164.88,81.38,26.73
G,2019-01-05,13678,6151,824549,1163641.077,24665,25203,19812,149876,2019,1,Winter,1649.1,1163.64,37.0,30.24
G,2019-01-12,21089,6112,786343,871893.5061,60411,38362,25614,108286,2019,1,Winter,1572.69,871.89,90.62,46.03
G,2019-01-19,22261,4848,876017,1094580.22,135827,41037,25653,155663,2019,1,Winter,1752.03,1094.58,203.74,49.24
G,2019-01-26,23734,6539,877299,891633.2001,490818,50315,29434,146991,2019,1,Winter,1754.6,891.63,736.23,60.38
G,2019-02-02,14801,4930,964030,857338.4937,363977,43637,19687,145169,2019,2,Winter,1928.06,857.34,545.97,52.36
G,2019-02-09,18601,5056,762875,861298.6744,193521,41959,23312,122951,2019,2,Winter,1525.75,861.3,290.28,50.35
G,2019-02-16,29210,7860,576508,1100456.673,212866,42396,36545,186926,2019,2,Winter,1153.02,1100.46,319.3,50.88
G,2019-02-23,11444,5489,654894,722437.6015,82442,36546,16677,154498,2019,2,Winter,1309.79,722.44,123.66,43.86
G,2019-03-02,806,6437,958870,992377.8586,43606,39810,6593,148065,2019,3,Spring,1917.74,992.38,65.41,47.77
G,2019-03-09,714,5932,966929,925421.801,65072,42529,5455,127330,2019,3,Spring,1933.86,925.42,97.61,51.03
G,2019-03-16,217,7738,954340,851266.7956,130853,48185,8210,170598,2019,3,Spring,1908.68,851.27,196.28,57.82
G,2019-03-23,128,12799,1194344,849977.2074,177521,40626,12255,153624,2019,3,Spring,2388.69,849.98,266.28,48.75
G,2019-03-30,676,16773,785623,1043523.095,233553,44081,16402,141684,2019,3,Spring,1571.25,1043.52,350.33,52.9
G,2019-04-06,7240,16922,896877,873678.9458,101042,33288,23173,138984,2019,4,Spring,1793.75,873.68,151.56,39.95
G,2019-04-13,7560,15815,1206188,847899.8046,187114,30488,22905,127948,2019,4,Spring,2412.38,847.9,280.67,36.59
G,2019-04-20,12297,16607,1140064,921425.2763,255231,25061,28764,162429,2019,4,Spring,2280.13,921.43,382.85,30.07
G,2019-04-27,17113,12253,970876,1070033.804,236866,29383,28809,148999,2019,4,Spring,1941.75,1070.03,355.3,35.26
G,2019-05-04,24093,13878,1155607,762927.1952,143549,20617,37781,152806,2019,5,Spring,2311.21,762.93,215.32,24.74
G,2019-05-11,27202,17143,960298,626467.2547,192949,21595,44010,146477,2019,5,Spring,1920.6,626.47,289.42,25.91
G,2019-05-18,31159,20461,805133,739482.8609,295986,18722,51703,120552,2019,5,Spring,1610.27,739.48,443.98,22.47
G,2019-05-25,31609,19077,1130337,719087.9219,355174,20247,49753,154975,2019,5,Spring,2260.67,719.09,532.76,24.3
G,2019-06-01,38886,23328,1042873,628599.1925,116108,17975,61275,145635,2019,6,Summer,2085.75,628.6,174.16,21.57
G,2019-06-08,136999,28747,989308,584548.8121,278778,23002,165695,119926,2019,6,Summer,1978.62,584.55,418.17,27.6
G,2019-06-15,91214,30801,739750,628513.8939,313032,25999,121104,156658,2019,6,Summer,1479.5,628.51,469.55,31.2
G,2019-06-22,47174,29293,493101,756011.6076,296942,19517,75597,147261,2019,6,Summer,986.2,756.01,445.41,23.42
G,2019-06-29,50722,28521,846076,777520.9032,191307,17175,79055,135833,2019,6,Summer,1692.15,777.52,286.96,20.61
G,2019-07-06,45487,28249,1111815,725161.1825,154608,20878,71827,112109,2019,7,Summer,2223.63,725.16,231.91,25.05
G,2019-07-13,41004,46006,1341611,457880.1264,371472,28162,86847,174900,2019,7,Summer,2683.22,457.88,557.21,33.79
G,2019-07-20,38221,62336,1109716,964435.3586,213905,27485,100022,152464,2019,7,Summer,2219.43,964.44,320.86,32.98
G,2019-07-27,53711,48604,1102457,610278.704,278630,23543,102178,122627,2019,7,Summer,2204.91,610.28,417.94,28.25
G,2019-08-03,94722,65095,532413,481058.1403,105005,19652,159072,149967,2019,8,Summer,1064.83,481.06,157.51,23.58
G,2019-08-10,54392,73864,653018,587587.4618,142959,23065,127420,104943,2019,8,Summer,1306.04,587.59,214.44,27.68
G,2019-08-17,54324,69041,783933,641898.3733,201995,22246,122713,147229,2019,8,Summer,1567.87,641.9,302.99,26.7
G,2019-08-24,50526,47171,994927,637316.1003,144059,22014,97372,197184,2019,8,Summer,1989.85,637.32,216.09,26.42
G,2019-08-31,46484,28374,641018,691867.5893,152736,22574,73815,166605,2019,8,Summer,1282.04,691.87,229.1,27.09
G,2019-09-07,50654,24969,1045355,862150.211,351423,19294,75390,180140,2019,9,Fall,2090.71,862.15,527.13,23.15
G,2019-09-14,49413,18101,635478,1097394.198,320715,20644,68333,189695,2019,9,Fall,1270.96,1097.39,481.07,24.77
G,2019-09-21,53241,18712,645495,1112694.128,536964,19972,71285,141284,2019,9,Fall,1290.99,1112.69,805.45,23.97
G,2019-09-28,66463,26860,1214695,657685.8326,1372478,22386,93544,154270,2019,9,Fall,2429.39,657.69,2058.72,26.86
G,2019-10-05,15106,33244,1257321,950806.9586,435007,18780,47803,257866,2019,10,Fall,2514.64,950.81,652.51,22.54
G,2019-10-12,15921,19527,1077742,1013019.505,485952,18870,34817,225622,2019,10,Fall,2155.48,1013.02,728.93,22.64
G,2019-10-19,27935,20387,986826,902248.3492,412557,23739,48214,237352,2019,10,Fall,1973.65,902.25,618.84,28.49
G,2019-10-26,22239,18756,1817263,886251.7124,373598,20924,41533,213944,2019,10,Fall,3634.53,886.25,560.4,25.11
G,2019-11-02,24963,23858,2140817,811588.2879,405972,23477,47318,200922,2019,11,Fall,4281.63,811.59,608.96,28.17
G,2019-11-09,22703,29300,4421818,1305682.899,646674,18752,52655,369250,2019,11,Fall,8843.64,1305.68,970.01,22.5
G,2019-11-16,24605,43157,4822663,1686932.43,1079054,19976,67863,407521,2019,11,Fall,9645.33,1686.93,1618.58,23.97
G,2019-11-23,16984,36882,4073091,913763.0425,2155012,20715,53873,431682,2019,11,Fall,8146.18,913.76,3232.52,24.86
G,2019-11-30,18388,28554,4571384,1684522.162,1250009,18176,45637,799632,2019,11,Fall,9142.77,1684.52,1875.01,21.81
G,2019-12-07,17658,24910,2101708,1544089.679,1334847,21873,41589,742400,2019,12,Winter,4203.42,1544.09,2002.27,26.25
G,2019-12-14,18563,27378,758020,921884.8168,1261106,13073,44883,579378,2019,12,Winter,1516.04,921.88,1891.66,15.69
G,2019-12-21,16804,24153,580352,933714.1617,632271,14457,40732,355045,2019,12,Winter,1160.7,933.71,948.41,17.35
G,2019-12-28,16308,27903,1125913,637977.0727,187673,18654,44016,207646,2019,12,Winter,2251.83,637.98,281.51,22.38
G,2020-01-04,58915,33231,581218,737450.4039,175811,17532,92022,225177,2020,1,Winter,1162.44,737.45,263.72,21.04
G,2020-01-11,17112,41265,524230,978705.5369,245530,20478,58319,173959,2020,1,Winter,1048.46,978.71,368.3,24.57
